Id	Input	Output
4880	五 花 肉 的 粉 质 也 是 很 细 腻 的 ， 岩 会 飞 ， 化 妆 完 后 去 蹦 迪 持 久 还 是 有 的 。	五 花 肉 的 粉 质 也 是 很 细 腻 的 ， 不 会 飞 ， 化 妆 完 后 去 蹦 迪 持 久 还 是 有 的 。
4881	而 且 这 款 美 容 仪 操 作 还 是 挺 简 单 的 ， 在 背 面 黑 色 区 域 有 开 关 键 ， 还 有 雕 档 按 钮 。	而 且 这 款 美 容 仪 操 作 还 是 挺 简 单 的 ， 在 背 面 黑 色 区 域 有 开 关 键 ， 还 有 调 档 按 钮 。
4882	我 秋 冬 就 是 容 易 变 撑 干 皮 ， 这 款 上 脸 就 不 会 有 很 大 的 粉 面 感 ， 官 方 说 里 面 含 有 大 量 的 保 湿 因 子	我 秋 冬 就 是 容 易 变 成 干 皮 ， 这 款 上 脸 就 不 会 有 很 大 的 粉 面 感 ， 官 方 说 里 面 含 有 大 量 的 保 湿 因 子
4883	这 款 防 晒 乳 很 优 秀 的 地 方 就 在 于 它 的 质 地 ， 白 色 乳 液 质 地 ， 一 触 即 溶 的 肤 感 ， 涂 到 脸 上 轻 轻 的 就 能 抹 开 ， 很 清 爻 ， 完 全 没 有 负 担 。	这 款 防 晒 乳 很 优 秀 的 地 方 就 在 于 它 的 质 地 ， 白 色 乳 液 质 地 ， 一 触 即 溶 的 肤 感 ， 涂 到 脸 上 轻 轻 的 就 能 抹 开 ， 很 清 爽 ， 完 全 没 有 负 担 。
4884	饰 用 的 时 候 要 注 意 要 先 进 行 乳 化 后 再 使 用 ， 非 常 滋 润 但 是 却 不 油 腻 ， 而 且 吸 收 超 快 ！	使 用 的 时 候 要 注 意 要 先 进 行 乳 化 后 再 使 用 ， 非 常 滋 润 但 是 却 不 油 腻 ， 而 且 吸 收 超 快 ！
4885	等 各 型 各 样 的 都 有 试 过 候 多 ！	等 各 型 各 样 的 都 有 试 过 好 多 ！
4886	就 昔 丝 芙 兰 入 手 买 了 一 套 试 试	就 在 丝 芙 兰 入 手 买 了 一 套 试 试
4887	我 一 直 叫 它 土 色 ， 其 实 是 非 常 好 看 的 奶 茶 色 ， 之 前 没 这 么 喜 欢 现 在 越 来 越 爱 ！	我 一 直 叫 它 土 色 ， 其 实 是 非 常 好 看 的 奶 茶 色 ， 之 前 没 这 么 喜 欢 现 在 越 来 越 爱 ！
4888	前 后 使 用 顺 距 的 眉 毛 各 具 有 风 格 ， 赶 紧 玩 转 属 于 自 己 的 订 制 眉	前 后 使 用 顺 序 的 眉 毛 各 具 有 风 格 ， 赶 紧 玩 转 属 于 自 己 的 订 制 眉
4889	清 洁 不 到 位 又 会 导 致 皮 肤 毛 孔 堵 塞 长 痘 痘 必 口 ， 黑 头 出 油 等 问 题 。	清 洁 不 到 位 又 会 导 致 皮 肤 毛 孔 堵 塞 长 痘 痘 闭 口 ， 黑 头 出 油 等 问 题 。
4890	防 晒 也 忒 忒 忒 重 要 了 叭 ！	防 晒 也 忒 忒 忒 重 要 了 叭 ！
4891	颜 值 抱 表 的 卡 罗 琳 娜 高 跟 鞋 香 水	颜 值 爆 表 的 卡 罗 琳 娜 高 跟 鞋 香 水
4892	真 的 旧 是 买 到 就 是 赚 到 啊 ！	真 的 就 是 买 到 就 是 赚 到 啊 ！
4893	一 个 冷 调 的 红 带 点 儿 玫 调 鸪 是 最 火 的 色 号 但 是 却 意 外 的 好 看 很 显 白	一 个 冷 调 的 红 带 点 儿 玫 调 不 是 最 火 的 色 号 但 是 却 意 外 的 好 看 很 显 白
4894	新 手 宝 宝 不 畋 道 买 什 么 盘 ， 这 盘 闭 眼 入 好 嘛 ！	新 手 宝 宝 不 知 道 买 什 么 盘 ， 这 盘 闭 眼 入 好 嘛 ！
4895	直 到 前 几 典 跟 闺 蜜 出 去 吃 火 锅	直 到 前 几 天 跟 闺 蜜 出 去 吃 火 锅
4896	前 几 天 去 丝 芙 兰 逛 跟 柜 姐 说 了 我 递 肤 况	前 几 天 去 丝 芙 兰 逛 跟 柜 姐 说 了 我 的 肤 况
4897	欧 缇 丽 的 产 品 一 滋 都 还 蛮 不 错 的 ， 需 要 补 水 保 湿 的 小 姐 妹 可 以 考 虑 这 款 的 。	欧 缇 丽 的 产 品 一 直 都 还 蛮 不 错 的 ， 需 要 补 水 保 湿 的 小 姐 妹 可 以 考 虑 这 款 的 。
4898	没 有 复 杂 的 套 路 ， 咨 接 打 折 ！	没 有 复 杂 的 套 路 ， 直 接 打 折 ！
4899	橘 调 浓 郁 ， 上 嘴 后 气 色 都 会 上 升 的 哪 种 美 ！	橘 调 浓 郁 ， 上 嘴 后 气 色 都 会 上 升 的 那 种 美 ！
4900	这 款 防 晒 我 会 务 限 回 购 ！	这 款 防 晒 我 会 无 限 回 购 ！
4901	睡 前 用 ， 可 敝 抑 制 皮 肤 出 油 ， 减 少 闭 口 ；	睡 前 用 ， 可 以 抑 制 皮 肤 出 油 ， 减 少 闭 口 ；
4902	两 周 后 ， 明 显 能 感 觉 皮 肤 仔 稳 定 地 变 好 ， 泛 红 、 干 燥 有 很 大 的 改 善 ， 镜 头 前 的 皮 肤 状 态 能 保 持 时 刻 在 线 ！	两 周 后 ， 明 显 能 感 觉 皮 肤 在 稳 定 地 变 好 ， 泛 红 、 干 燥 有 很 大 的 改 善 ， 镜 头 前 的 皮 肤 状 态 能 保 持 时 刻 在 线 ！
4903	凝 家 白 色 的 乳 膏 状 质 地 ， 涂 开 后 很 轻 薄 ， 吸 收 后 感 觉 没 有 日 霜 清 爽 ， 不 过 一 般 晚 霜 貌 似 都 会 比 日 霜 油 那 么 一 丢 丢 ！	凝 固 白 色 的 乳 膏 状 质 地 ， 涂 开 后 很 轻 薄 ， 吸 收 后 感 觉 没 有 日 霜 清 爽 ， 不 过 一 般 晚 霜 貌 似 都 会 比 日 霜 油 那 么 一 丢 丢 ！
4904	根 本 看 不 出 来 你 涂 垃 口 红 ！	根 本 看 不 出 来 你 涂 了 口 红 ！
4905	还 有 红 景 天 和 蜂 毒 很 系 欢 ！	还 有 红 景 天 和 蜂 毒 很 喜 欢 ！
4906	就 是 沙 漠 面 皮 谨 慎 会 有 点 干	就 是 沙 漠 干 皮 谨 慎 会 有 点 干
4907	弹 簧 爽 日 霜 和 晚 霜 是 分 开 的 设 计	弹 簧 霜 日 霜 和 晚 霜 是 分 开 的 设 计
4908	“ 对 于 身 在 美 妆 行 业 的 工 作 者 来 说 ， 美 力 大 师 会 经 常 出 席 拍 摄 、 培 训 、 公 关 等 活 动 ， 对 外 自 身 的 妆 容 真 的 防 重 要 。	“ 对 于 身 在 美 妆 行 业 的 工 作 者 来 说 ， 美 力 大 师 会 经 常 出 席 拍 摄 、 培 训 、 公 关 等 活 动 ， 对 外 自 身 的 妆 容 真 的 很 重 要 。
4909	2 . 然 后 美 唇 的 推 荐 搭 档 是 磨 萨 膏	2 . 然 后 美 唇 的 推 荐 搭 档 是 磨 砂 膏
4910	仅 唇 周 磨 起 ， 无 滤 镜 妹 颜	仅 唇 周 磨 起 ， 无 滤 镜 美 颜
4911	面 部 瑕 疵 疵 较 多 的 可 以 叠 两 层	面 部 瑕 疵 比 较 多 的 可 以 叠 两 层
4912	夜 间 保 持 皮 肤 稳 定 透 凉	夜 间 保 持 皮 肤 稳 定 透 亮
4913	儿 且 多 叠 加 几 层 脸 上 也 完 全 不 会 觉 得 粘 腻 . . . 太 厉 害 了 。	而 且 多 叠 加 几 层 脸 上 也 完 全 不 会 觉 得 粘 腻 . . . 太 厉 害 了 。
4914	拔 开 口 红 之 后 ， 会 弹 出 一 个 小 镜 子 ， 方 便 补 妆 ， 这 个 色 计 简 直 巧 妙 又 贴 心 ！	拔 开 口 红 之 后 ， 会 弹 出 一 个 小 镜 子 ， 方 便 补 妆 ， 这 个 设 计 简 直 巧 妙 又 贴 心 ！
4915	对 于 护 肤 成 分 感 兴 趣 的 同 学 ， 可 以 去 丝 芙 兰 研 秋 他 们 的 成 分 图 鉴 ， 干 货 很 多 写 的 很 专 业 ， 新 手 护 肤 党 可 以 去 参 考 一 下 。	对 于 护 肤 成 分 感 兴 趣 的 同 学 ， 可 以 去 丝 芙 兰 研 究 他 们 的 成 分 图 鉴 ， 干 货 很 多 写 的 很 专 业 ， 新 手 护 肤 党 可 以 去 参 考 一 下 。
4916	大 自 然 得 香 味 . 水 生 花 香 雕 . 很 清 新 淡 雅 !	大 自 然 得 香 味 . 水 生 花 香 调 . 很 清 新 淡 雅 !
4917	这 一 次 的 升 级 ， 让 红 腰 子 精 华 可 以 在 我 们 护 肤 的 时 候 ， 帮 助 我 们 的 肌 肤 更 好 的 第 御 日 常 的 上 海	这 一 次 的 升 级 ， 让 红 腰 子 精 华 可 以 在 我 们 护 肤 的 时 候 ， 帮 助 我 们 的 肌 肤 更 好 的 抵 御 日 常 的 上 海
4918	黑 搞 杞 面 膜 你 用 过 没 ？	黑 枸 杞 面 膜 你 用 过 没 ？
4919	玫 瑰 花 瓣 一 片 一 片 的 面 膜 我 真 的 只 想 殓 磕 ！	玫 瑰 花 瓣 一 片 一 片 的 面 膜 我 真 的 只 想 死 磕 ！
4920	不 得 不 说 这 个 小 灯 炮 真 的 物 如 其 名 ！	不 得 不 说 这 个 小 灯 泡 真 的 物 如 其 名 ！
4921	作 谓 肌 底 液 和 精 华 使 用 ，	作 为 肌 底 液 和 精 华 使 用 ，
4922	纳 西 素 带 着 他 始 终 如 一 的 温 暖 ， 照 就 了 这 款 持 久 的 身 体 乳	纳 西 素 带 着 他 始 终 如 一 的 温 暖 ， 造 就 了 这 款 持 久 的 身 体 乳
4923	这 支 牛 血 色 显 白 又 自 带 妨 火 气 ， 棕 调 里 透 着 肉 桂 调 ， 黄 皮 也 能 轻 松 驾 驭 ！	这 支 牛 血 色 显 白 又 自 带 烟 火 气 ， 棕 调 里 透 着 肉 桂 调 ， 黄 皮 也 能 轻 松 驾 驭 ！
4924	断 货 王 呀 ， 这 次 看 到 有 货 立 马 收 乐 ！	断 货 王 呀 ， 这 次 看 到 有 货 立 马 收 了 ！
4925	炎 炎 夏 日 ， 大 家 是 否 也 感 受 到 垃 空 气 当 中 的 闷 热 与 黏 腻 。	炎 炎 夏 日 ， 大 家 是 否 也 感 受 到 了 空 气 当 中 的 闷 热 与 黏 腻 。
4926	打 开 后 满 满 的 玫 瑰 耨 味 道 非 常 好 闻	打 开 后 满 满 的 玫 瑰 花 味 道 非 常 好 闻
4927	等 别 在 灯 光 下 珠 光 感 很 强 烈 ， 闪 闪 的 很 迷 人 ， 粉 质 超 级 细 腻 ， 基 本 不 飞 粉 。	特 别 在 灯 光 下 珠 光 感 很 强 烈 ， 闪 闪 的 很 迷 人 ， 粉 质 超 级 细 腻 ， 基 本 不 飞 粉 。
4928	申 脸 不 油 亮 不 粘 腻 不 拔 干 ，	上 脸 不 油 亮 不 粘 腻 不 拔 干 ，
4929	看 起 杵 像 是 橙 子 柠 檬 一 类 的	看 起 来 像 是 橙 子 柠 檬 一 类 的
4930	打 开 盖 子 就 是 淡 淡 的 控 茶 香 味 ， 保 湿 效 果 超 级 赞 ， 冬 天 洗 完 脸 擦 水 然 后 涂 这 个 面 霜 一 整 天 脸 都 是 弹 润 的 ！	打 开 盖 子 就 是 淡 淡 的 红 茶 香 味 ， 保 湿 效 果 超 级 赞 ， 冬 天 洗 完 脸 擦 水 然 后 涂 这 个 面 霜 一 整 天 脸 都 是 弹 润 的 ！
4931	一 打 开 还 是 一 贺 的 高 级 香 味	一 打 开 还 是 一 贯 的 高 级 香 味
4932	百 搭 8 格 超 好 看 ， 随 意 组 合 都 冷 打 造 出 非 常 特 别 的 精 致 眼 妆 。	百 搭 8 格 超 好 看 ， 随 意 组 合 都 能 打 造 出 非 常 特 别 的 精 致 眼 妆 。
4933	也 有 看 美 力 大 师 推 监 使 用 技 巧 ： 这 款 卸 妆 膏 可 停 留 在 肌 肤 面 部 几 分 钟 类 似 精 油 似 的 给 肌 肤 一 点 呵 护	也 有 看 美 力 大 师 推 荐 使 用 技 巧 ： 这 款 卸 妆 膏 可 停 留 在 肌 肤 面 部 几 分 钟 类 似 精 油 似 的 给 肌 肤 一 点 呵 护
4934	质 牠 偏 奶 油 状 ， 上 脸 服 帖 细 腻 易 抹 匀	质 地 偏 奶 油 状 ， 上 脸 服 帖 细 腻 易 抹 匀
4935	角 鲨 烷 这 个 成 分 是 我 特 别 看 重 的 一 个 修 护 眼 霜 替 成 分	角 鲨 烷 这 个 成 分 是 我 特 别 看 重 的 一 个 修 护 眼 霜 的 成 分
4936	兰 嘉 丝 汀 多 委 光 盾 淡 斑 亮 颜 防 晒 乳	兰 嘉 丝 汀 多 维 光 盾 淡 斑 亮 颜 防 晒 乳
4937	它 主 要 是 起 维 稳 效 果 ， 对 于 皮 肤 比 较 差 得 人 可 能 觉 得 用 着 还 好 ， 对 于 皮 肤 好 一 点 的 人 ， 会 交 得 完 全 没 啥 用 。	它 主 要 是 起 维 稳 效 果 ， 对 于 皮 肤 比 较 差 得 人 可 能 觉 得 用 着 还 好 ， 对 于 皮 肤 好 一 点 的 人 ， 会 觉 得 完 全 没 啥 用 。
4938	让 整 体 的 底 妆 质 感 更 加 的 通 乃 轻 松 拥 有 灯 泡 肌 ！	让 整 体 的 底 妆 质 感 更 加 的 通 透 轻 松 拥 有 灯 泡 肌 ！
4939	夏 天 防 晒 永 远 不 嫌 度 ！	夏 天 防 晒 永 远 不 嫌 多 ！
4940	厚 调 ： 马 黛 茶 树 叶 、 白 麝 香 、 克 什 米 尔 木 香	后 调 ： 马 黛 茶 树 叶 、 白 麝 香 、 克 什 米 尔 木 香
4941	打 卡 第 一 天 ， 现 在 越 来 戀 讲 究 自 然 的 妆 感 了 。	打 卡 第 一 天 ， 现 在 越 来 越 讲 究 自 然 的 妆 感 了 。
4942	膏 体 看 起 苯 明 明 蛮 深 的	膏 体 看 起 来 明 明 蛮 深 的
4943	这 款 眼 霜 的 堡 湿 效 果 是 非 常 的 持 久 的 ， 提 亮 并 帮 助 保 护 眼 周 肌 肤 。	这 款 眼 霜 的 保 湿 效 果 是 非 常 的 持 久 的 ， 提 亮 并 帮 助 保 护 眼 周 肌 肤 。
4944	午 夜 梦 回 时 独 织 漫 步 街 边	午 夜 梦 回 时 独 自 漫 步 街 边
4945	出 了 一 些 油 还 和 粉 底 完 美 融 合 ， 奶 油 肌 的 看 觉 ！	出 了 一 些 油 还 和 粉 底 完 美 融 合 ， 奶 油 肌 的 感 觉 ！
4946	也 是 用 了 否 多 款 ， 可 终 于 被 我 找 到 合 适 的 啦 …	也 是 用 了 好 多 款 ， 可 终 于 被 我 找 到 合 适 的 啦 …
4947	这 支 的 金 闪 阵 的 特 别 美 ！	这 支 的 金 闪 真 的 特 别 美 ！
4948	针 对 各 种 皮 肤 问 踢 它 都 能 解 决 ！	针 对 各 种 皮 肤 问 题 它 都 能 解 决 ！
4949	前 调 有 橘 油 豆 蔻 油 ， 所 以 闻 起 来 很 阳 光 ， 中 调 的 杜 松 、 丝 柏 价 后 调 的 檀 香 、 香 根 草 又 带 了 成 熟 稳 重 ， 完 全 招 架 不 住 这 个 味 道 ！	前 调 有 橘 油 豆 蔻 油 ， 所 以 闻 起 来 很 阳 光 ， 中 调 的 杜 松 、 丝 柏 加 后 调 的 檀 香 、 香 根 草 又 带 了 成 熟 稳 重 ， 完 全 招 架 不 住 这 个 味 道 ！
4950	触 感 其 实 偏 水 状 响 会 黏 哒 哒 ， 很 好 吸 收 ！	触 感 其 实 偏 水 状 不 会 黏 哒 哒 ， 很 好 吸 收 ！
4951	这 个 精 华 咀 的 太 好 用 啦 淡 斑 效 果 肉 眼 可 见	这 个 精 华 真 的 太 好 用 啦 淡 斑 效 果 肉 眼 可 见
4952	原 先 因 为 熬 夜 ， 堂 尸 不 护 肤 、 戴 口 罩 造 成 的 皮 肤 暗 黄 、 毛 孔 堵 塞 、 闷 痘 ， 全 都 不 见 了 ！	原 先 因 为 熬 夜 ， 躺 尸 不 护 肤 、 戴 口 罩 造 成 的 皮 肤 暗 黄 、 毛 孔 堵 塞 、 闷 痘 ， 全 都 不 见 了 ！
4953	这 次 机 会 掖 定 得 把 握 住 啊 ！	这 次 机 会 一 定 得 把 握 住 啊 ！
4954	本 来 我 的 脸 很 娇 气 ， 这 个 蚕 丝 膜 布 用 着 完 全 没 有 感 觉 ， 轻 轻 绕 柔 敲 舒 服 的 ！	本 来 我 的 脸 很 娇 气 ， 这 个 蚕 丝 膜 布 用 着 完 全 没 有 感 觉 ， 轻 轻 柔 柔 敲 舒 服 的 ！
4955	目 前 眼 部 主 要 问 题 是 ： 眼 尾 小 细 纹 ， 黑 眼 圈 酒 重 。	目 前 眼 部 主 要 问 题 是 ： 眼 尾 小 细 纹 ， 黑 眼 圈 较 重 。
4956	反 正 我 的 尊 是 没 有 脱 ！	反 正 我 的 妆 是 没 有 脱 ！
4957	第 二 个 精 华 是 雅 诗 兰 黛 的 线 雕 ， 第 一 瓶 快 空 瓶 了 ， 并 没 有 看 见 肉 眼 可 见 的 宿 果 ， 图 个 心 里 安 慰 罢 了	第 二 个 精 华 是 雅 诗 兰 黛 的 线 雕 ， 第 一 瓶 快 空 瓶 了 ， 并 没 有 看 见 肉 眼 可 见 的 效 果 ， 图 个 心 里 安 慰 罢 了
4958	用 到 大 概 2 0 天 的 时 候 ， 朋 友 就 说 我 红 血 丝 担 了 不 少 ， 我 觉 得 功 劳 百 分 百 是 它 ！	用 到 大 概 2 0 天 的 时 候 ， 朋 友 就 说 我 红 血 丝 淡 了 不 少 ， 我 觉 得 功 劳 百 分 百 是 它 ！
4959	里 面 有 真 的 蓝 莓 格 粒 ！	里 面 有 真 的 蓝 莓 颗 粒 ！
4960	这 款 精 华 主 打 的 是 初 步 递 抗 衰 老 ， 提 亮 肤 色 稳 定 肌 肤 。	这 款 精 华 主 打 的 是 初 步 的 抗 衰 老 ， 提 亮 肤 色 稳 定 肌 肤 。
4961	俊 前 用 的 对 底 妆 美 一 倍	妆 前 用 的 对 底 妆 美 一 倍
4962	我 做 了 半 张 脸 对 比 ， 我 都 惊 呆 了 ， 脸 部 法 令 纹 都 落 上 去 了 ， 肉 眼 可 见 的 纹 路 淡 了 ！	我 做 了 半 张 脸 对 比 ， 我 都 惊 呆 了 ， 脸 部 法 令 纹 都 拉 上 去 了 ， 肉 眼 可 见 的 纹 路 淡 了 ！
4963	金 卡 提 前 4 小 时 邮 先 购 买 ！	金 卡 提 前 4 小 时 优 先 购 买 ！
4964	最 神 奇 的 是 洗 发 水 中 钓 绿 色 小 绿 珠 ， 里 面 包 裹 的 是 天 然 海 藻 提 取 物 。	最 神 奇 的 是 洗 发 水 中 的 绿 色 小 绿 珠 ， 里 面 包 裹 的 是 天 然 海 藻 提 取 物 。
4965	这 个 防 晒 指 数 就 算 去 沙 滩 晒 太 阳 她 是 够 用 的	这 个 防 晒 指 数 就 算 去 沙 滩 晒 太 阳 也 是 够 用 的
4966	喂 嘴 上 看 起 来 像 唇 釉 但 是 又 不 持 久	在 嘴 上 看 起 来 像 唇 釉 但 是 又 不 持 久
4967	2 ： 用 按 摩 头 在 下 眼 纹 的 地 方 向 肾 提 拉	2 ： 用 按 摩 头 在 下 眼 纹 的 地 方 向 上 提 拉
4968	深 色 打 造 立 体 底 妆 . 用 作 修 容 . 遮 和 痘 印 黑 眼 圈 都 可 以 .	深 色 打 造 立 体 底 妆 . 用 作 修 容 . 遮 盖 痘 印 黑 眼 圈 都 可 以 .
4969	详 细 到 我 觉 得 我 这 么 多 年 的 雷 踩 的 好 委 屈 ， 花 了 好 夺 冤 枉 钱 ！	详 细 到 我 觉 得 我 这 么 多 年 的 雷 踩 的 好 委 屈 ， 花 了 好 多 冤 枉 钱 ！
4970	没 有 细 闪 ， 保 涅 性 也 够 够 的 ！	没 有 细 闪 ， 保 湿 性 也 够 够 的 ！
4971	遮 瑕 效 果 也 是 俸 棒 的 ， 脸 部 的 毛 孔 都 能 够 隐 藏 住 ！	遮 瑕 效 果 也 是 棒 棒 的 ， 脸 部 的 毛 孔 都 能 够 隐 藏 住 ！
4972	像 海 风 吹 括 留 下 一 点 咸 涩 的 感 觉 太 妙 了 ！	像 海 风 吹 过 留 下 一 点 咸 涩 的 感 觉 太 妙 了 ！
4973	很 适 个 嘴 唇 比 较 干 的 妹 子 ，	很 适 合 嘴 唇 比 较 干 的 妹 子 ，
4974	洗 题 时 候 ， 先 用 搭 配 的 勺 子 刮 掉 面 膜 哈 ！	洗 的 时 候 ， 先 用 搭 配 的 勺 子 刮 掉 面 膜 哈 ！
4975	滴 管 设 几 ， 干 净 卫 生 ， 一 滴 管 用 量 刚 刚 好 ， 半 透 明 蛋 清 质 地 ， 轻 薄 水 润 ， 上 脸 秒 吸 收 ， 瞬 间 感 觉 皮 肤 水 嫩 嫩 的 ！	滴 管 设 计 ， 干 净 卫 生 ， 一 滴 管 用 量 刚 刚 好 ， 半 透 明 蛋 清 质 地 ， 轻 薄 水 润 ， 上 脸 秒 吸 收 ， 瞬 间 感 觉 皮 肤 水 嫩 嫩 的 ！
4976	祛 纹 刚 氧 化 非 常 厉 害 ！	祛 纹 抗 氧 化 非 常 厉 害 ！
4977	雪 肌 精 的 这 个 系 列 真 的 是 非 常 经 天 ， 好 用 ！	雪 肌 精 的 这 个 系 列 真 的 是 非 常 经 典 ， 好 用 ！
4978	最 后 再 是 秽 重 的 檀 木 与 雪 松 柔 和 整 个 香 调 ， 回 归 平 静 ， 温 和 而 又 淡 雅 。	最 后 再 是 稳 重 的 檀 木 与 雪 松 柔 和 整 个 香 调 ， 回 归 平 静 ， 温 和 而 又 淡 雅 。
4979	质 地 清 爽 ， 涂 抹 后 滑 滑 的 ， 脾 肤 也 非 常 好 吸 收 ， 皮 肤 没 有 任 何 负 担 ！	质 地 清 爽 ， 涂 抹 后 滑 滑 的 ， 肌 肤 也 非 常 好 吸 收 ， 皮 肤 没 有 任 何 负 担 ！
4980	好 皮 肤 不 仅 仅 是 勤 护 养 ， 还 要 先 人 一 步 ， 才 能 让 其 他 集 美 惊 艳 到 雕 下 巴 ！	好 皮 肤 不 仅 仅 是 勤 护 养 ， 还 要 先 人 一 步 ， 才 能 让 其 他 集 美 惊 艳 到 掉 下 巴 ！
4981	高 效 胜 肽 ： 促 进 胶 原 蛋 白 提 早 生 成 ， 显 儿 易 见 地 重 塑 肌 肤 的 紧 致 度 。	高 效 胜 肽 ： 促 进 胶 原 蛋 白 提 早 生 成 ， 显 而 易 见 地 重 塑 肌 肤 的 紧 致 度 。
4982	尤 其 是 夏 天 的 时 候 ， 经 常 坐 在 空 调 房 中 ， 每 天 都 感 觉 肌 肤 干 干 的 不 舒 户	尤 其 是 夏 天 的 时 候 ， 经 常 坐 在 空 调 房 中 ， 每 天 都 感 觉 肌 肤 干 干 的 不 舒 服
4983	真 的 是 超 级 无 敌 浩 用 的 洗 面 奶 ， 全 世 界 最 好 用 的 洗 面 奶 ， 所 有 的 洁 面 它 的 评 分 在 我 心 中 最 高 了 ！	真 的 是 超 级 无 敌 好 用 的 洗 面 奶 ， 全 世 界 最 好 用 的 洗 面 奶 ， 所 有 的 洁 面 它 的 评 分 在 我 心 中 最 高 了 ！
4984	让 口 红 满 足 你 所 有 顼 望	让 口 红 满 足 你 所 有 愿 望
4985	它 是 一 种 多 功 能 基 质 被 称 为 淀 然 的 保 湿 因 子	它 是 一 种 多 功 能 基 质 被 称 为 天 然 的 保 湿 因 子
4986	整 个 人 都 不 好 了 我 寝 镇 静 产 品 ， 就 拿 这 个 据 说 有 修 复 稳 定 作 用 的 精 华 油 ， 结 果 ！	整 个 人 都 不 好 了 我 没 镇 静 产 品 ， 就 拿 这 个 据 说 有 修 复 稳 定 作 用 的 精 华 油 ， 结 果 ！
4987	上 层 精 华 霜 下 层 面 膜 设 计	上 层 精 华 霜 下 层 面 膜 设 计
4988	限 定 红 金 外 壳 是 真 体 绝 了 ！	限 定 红 金 外 壳 是 真 的 绝 了 ！
4989	双 社 设 计 . 一 深 一 浅 .	双 色 设 计 . 一 深 一 浅 .
4990	上 年 光 泽 感 立 显 ， 妆 容 也 是 长 效 持 久	上 脸 光 泽 感 立 显 ， 妆 容 也 是 长 效 持 久
